"year","iso_a3","currency_code","name","local_price","dollar_ex","dollar_price","gdp_dollar"
2017,"KOR","KRW","South Korea",4400,1170.55,3.760757923,27367.0015
2017,"LKA","LKR","Sri Lanka",565,151.8925,3.7190859005,NA
2017,"MEX","MXN","Mexico",49,19.870625,2.4932678285,9009.28
2017,"MYS","MYR","Malaysia",8.3,4.3825,1.8960683165,9556.774
2017,"NOR","NOK","Norway",49,8.466775,5.7899904185,74822.106
2017,"NZL","NZD","New Zealand",6.05,1.4049310215,4.3087799995,37044.891
2017,"PAK","PKR","Pakistan",375,104.9625,3.572715938,1449.978
2017,"PER","PEN","Peru",10.75,3.3222,3.2356715525,6021.104
2017,"PHL","PHP","Philippines",133.5,50.09575,2.665046378,2858.144
2017,"POL","PLN","Poland",9.85,3.940375,2.5121857935,12495.334
2017,"RUS","RUB","Russia",133.5,60.2872,2.214558904,9054.914
2017,"SAU","SAR","Saudi Arabia",12,3.7504,3.199658717,20812.586
2017,"SGP","SGD","Singapore",5.6,1.408225,3.9785065915,52887.77
2017,"SWE","SEK","Sweden",48.485,8.7701,5.5397270485,49866.266
2017,"THA","THB","Thailand",119,34.80475,3.4207402105,5742.282
2017,"TUR","TRY","Turkey",10.75,3.7436,2.877331155,9437.372
2017,"TWN","TWD","Taiwan",69,31.19125,2.213317824,22287.562
2017,"UKR","UAH","Ukraine",43,26.575,1.6199958335,NA
2017,"URY","UYU","Uruguay",127.5,28.715,4.440218913,NA
2017,"USA","USD","United States",5.18,1,5.18,55805.204
2017,"VNM","VND","Vietnam",60000,22652.25,2.6487767465,NA
2017,"ZAF","ZAR","South Africa",28.16,13.61125,2.0735693975,5694.572
2018,"ARE","AED","UAE",14,3.673,3.811598149,NA
2018,"ARG","ARS","Argentina",75,23.33125,3.332767903,13480.2305
2018,"AUS","AUD","Australia",5.975,1.2967683245,4.61077625,53722.2515
2018,"BRA","BRL","Brazil",16.7,3.533125,4.757308035,9310.915
2018,"CAN","CAD","Canada",6.6,1.279125,5.16224477,43651.1635
2018,"CHE","CHF","Switzerland",6.5,0.97705,6.6545083985,80468.2665
2018,"CHL","CLP","Chile",2620,628.8325,4.170823251,14323.2045
2018,"CHN","CNY","China",20.45,6.527,3.1336916295,8383.1815
2018,"COL","COP","Colombia",11400,2859.095,3.986469089,6032.5
2018,"CRI","CRC","Costa Rica",2290,568.165,4.0305209665,NA
2018,"CZE","CZK","Czech Republic",77,21.405875,3.6034331085,19330.0685
2018,"DNK","DKK","Denmark",30,6.2209,4.824834522,55094.373
2018,"EGY","EGP","Egypt",32.79,17.8025,1.842396468,3092.673
2018,"EUZ","EUR","Euro area",3.995,0.835016275,4.7854347485,36220.000575
2018,"GBR","GBP","Britain",3.19,0.7383601405,4.3222904995,39892.1855
2018,"HKG","HKD","Hong Kong",20.25,7.833625,2.5850787245,44835.102
2018,"HUN","HUF","Hungary",857,264.286175,3.250777895,14091.8315
2018,"IDN","IDR","Indonesia",33625,13859.5,2.4348459125,3740.031
2018,"IND","INR","India",176.5,66.343125,2.666116082,1862.177
2018,"ISR","ILS","Israel",16.75,3.535625,4.7392444005,38725.2505
2018,"JPN","JPY","Japan",385,110.9875,3.4687719605,38661.0765
2018,"KOR","KRW","South Korea",4450,1092.625,4.0736459835,28713.048
2018,"LKA","LKR","Sri Lanka",580,156.535,3.7063731035,NA
2018,"MEX","MXN","Mexico",48.5,18.8575,2.571920415,8933.167
2018,"MYS","MYR","Malaysia",8.725,3.98825,2.188429839,9593.4495
2018,"NOR","NOK","Norway",45.5,7.9458,5.7324324375,72746.867
2018,"NZL","NZD","New Zealand",6.2,1.4195040835,4.3720850005,39935.498
2018,"PAK","PKR","Pakistan",375,115.9975,3.240092703,1491.0235
2018,"PER","PEN","Peru",10.5,3.24175,3.2392640965,6482.924
2018,"PHL","PHP","Philippines",137,52.106,2.629576932,2951.4535
2018,"POL","PLN","Poland",10.1,3.54635,2.852482283,13091.9425
2018,"RUS","RUB","Russia",130,59.442825,2.1914895355,9776.9015
2018,"SAU","SAR","Saudi Arabia",12,3.75035,3.1997013615,20742.74
2018,"SGP","SGD","Singapore",5.8,1.3392,4.3316134035,55336.9465
2018,"SWE","SEK","Sweden",50.05,8.3857,5.9749753575,52171.1935
2018,"THA","THB","Thailand",119,32.56,3.656074389,6246.1925
2018,"TUR","TRY","Turkey",10.75,4.254425,2.5556048215,10664.701
2018,"TWN","TWD","Taiwan",69,29.96275,2.3032901315,23536.831
2018,"UKR","UAH","Ukraine",48.5,27.457,1.772622497,NA
2018,"URY","UYU","Uruguay",140,29.945,4.684972662,NA
2018,"USA","USD","United States",5.395,1,5.395,58554.3635
2018,"VNM","VND","Vietnam",65000,22875.5,2.841613999,NA
2018,"ZAF","ZAR","South Africa",30.5,12.810025,2.3836903455,5740.9565
2018,"ARE","AED","United Arab Emirates",14,3.67315,3.811442495,NA
2018,"AZE","AZN","Azerbaijan",3.95,1.70175,2.321140003,NA
2018,"BHR","BHD","Bahrain",1.2,0.37955,3.161638783,NA
2018,"GTM","GTQ","Guatemala",25,7.4871,3.339076545,NA
2018,"HND","HNL","Honduras",85,23.9926,3.542759017,NA
2018,"HRV","HRK","Croatia",21,6.31275,3.326600927,NA
2018,"JOR","JOD","Jordan",1.95,0.71005,2.746285473,NA
2018,"KWT","KWD","Kuwait",1.05,0.3025,3.47107438,NA
2018,"LBN","LBP","Lebanon",6500,1511,4.301786896,NA
2018,"MDA","MDL","Moldova",43,16.6526,2.582179359,NA
2018,"NIC","NIO","Nicaragua",103,31.5872,3.260814507,NA
2018,"OMN","OMR","Oman",1.05,0.385,2.727272727,NA
2018,"QAT","QAR","Qatar",12,3.641,3.295797858,NA
2018,"ROU","RON","Romania",9.2,3.97325,2.315484805,NA
2019,"ARE","AED","United Arab Emirates",14.375,3.67315,3.9135347045,NA
2019,"ARG","ARS","Argentina",97.5,39.62975,2.4364536275,14525.465
2019,"AUS","AUD","Australia",6.125,1.422633154,4.306075,55825.225
2019,"AZE","AZN","Azerbaijan",3.95,1.6965,2.328323018,NA
2019,"BHR","BHD","Bahrain",1.3,0.377,3.448275862,NA
2019,"BRA","BRL","Brazil",17.2,3.762625,4.570974421,9911.9975
2019,"CAN","CAD","Canada",6.77,1.322225,5.120403861,45159.2875
2019,"CHE","CHF","Switzerland",6.5,0.9876,6.581850891,80639.9805
2019,"CHL","CLP","Chile",2640,684.37,3.8578008385,15097.742
2019,"CHN","CNY","China",20.95,6.86715,3.0507573335,8660.2535
2019,"COL","COP","Colombia",11900,3209.25,3.7081449065,6352.548
2019,"CRI","CRC","Costa Rica",2290,594.455,3.853977586,NA
2019,"CZE","CZK","Czech Republic",85,22.555475,3.7689267885,20405.7785
2019,"DNK","DKK","Denmark",30,6.587375,4.554709108,57005.398
2019,"EGY","EGP","Egypt",41,17.2625,2.3806127305,2495.02
2019,"EUZ","EUR","Euro area",4.065,0.882412708,4.60707975,37344.338225
2019,"GBR","GBP","Britain",3.24,0.7926949775,4.087153,39887.827
2019,"GTM","GTQ","Guatemala",25,7.70425,3.2449938175,NA
2019,"HKG","HKD","Hong Kong",20.25,7.822425,2.5887660385,46085.8505
2019,"HND","HNL","Honduras",85.5,24.41125,3.5024535445,NA
2019,"HRV","HRK","Croatia",21.5,6.538475,3.28780459,NA
2019,"HUN","HUF","Hungary",875,285.404975,3.065235362,14236.8465
2019,"IDN","IDR","Indonesia",32500,14110,2.3033858265,3880.2445
2019,"IND","INR","India",180.5,69.1197,2.611882315,1995.0515
2019,"ISR","ILS","Israel",17,3.637275,4.675588918,40416.613
2019,"JOR","JOD","Jordan",2.125,0.7093,2.9960163495,NA
2019,"JPN","JPY","Japan",390,108.6025,3.5910855935,38396.2945
2019,"KOR","KRW","South Korea",4500,1149.575,3.917334197,29844.125
2019,"KWT","KWD","Kuwait",1.075,0.3038,3.538341354,NA
2019,"LBN","LBP","Lebanon",6500,1507,4.313205043,NA
2019,"LKA","LKR","Sri Lanka",610,178.96,3.412809974,NA
2019,"MDA","MDL","Moldova",41.5,17.5386,2.365449541,NA
2019,"MEX","MXN","Mexico",49.5,19.102,2.591938638,9347.9065
2019,"MYS","MYR","Malaysia",8.95,4.13,2.1671633545,9791.424
2019,"NIC","NIO","Nicaragua",106.5,32.7614,3.249956343,NA
2019,"NOR","NOK","Norway",46,8.592825,5.356810364,75451.55
2019,"NZL","NZD","New Zealand",6.3,1.4963608235,4.21,41461.2645
2019,"OMN","OMR","Oman",1.13,0.38495,2.9354192185,NA
2019,"PAK","PKR","Pakistan",470,148.165,3.1803994175,1545.939
2019,"PER","PEN","Peru",10.5,3.31765,3.165164493,6729.9705
2019,"PHL","PHP","Philippines",141,51.855,2.7196127195,2988.8985
2019,"POL","PLN","Poland",10.65,3.7781,2.818739237,13844.4215
2019,"QAT","QAR","Qatar",12.5,3.6415,3.43264197,NA
2019,"ROU","RON","Romania",9.3,4.143075,2.245467627,NA
2019,"RUS","RUB","Russia",120.085,65.261875,1.8442381995,10958.891
2019,"SAU","SAR","Saudi Arabia",12.5,3.75075,3.3326810545,21124.825
2019,"SGP","SGD","Singapore",5.8,1.3586,4.2691174055,58851.6975
2019,"SWE","SEK","Sweden",51.5,9.19065,5.6105769195,52924.749
2019,"THA","THB","Thailand",119,31.4175,3.789034194,6660.599
2019,"TUR","TRY","Turkey",12.37,5.5527,2.220914307,10537.188
2019,"TWN","TWD","Taiwan",70.5,30.9875,2.274903364,24340.8855
2019,"UKR","UAH","Ukraine",55.5,26.72375,2.0824424385,NA
2019,"URY","UYU","Uruguay",152,33.83975,4.484749339,NA
2019,"USA","USD","United States",5.66,1,5.66,59843.5065
2019,"VNM","VND","Vietnam",65000,23215,2.7999151785,NA
2019,"ZAF","ZAR","South Africa",31,14.02125,2.211195718,6181.06
2020,"ARE","AED","United Arab Emirates",14.75,3.67305,4.015736244,NA
2020,"ARG","ARS","Argentina",210.5,65.653125,3.1780599215,11658.22
2020,"AUS","AUD","Australia",6.5,1.439840259,4.5147975,56420.201
2020,"AZE","AZN","Azerbaijan",3.95,1.69775,2.326610008,NA
2020,"BHR","BHD","Bahrain",1.4,0.377025,3.7132816285,NA
2020,"BRA","BRL","Brazil",20.4,4.741175,4.3590430905,8958.576
2020,"CAN","CAD","Canada",6.825,1.330875,5.1291632655,46290.217
2020,"CHE","CHF","Switzerland",6.5,0.95475,6.809426379,83161.895
2020,"CHL","CLP","Chile",2690,780.22,3.4474479865,15901.725
2020,"CHN","CNY","China",21.6,6.94425,3.1105906745,9580.239
2020,"COL","COP","Colombia",11900,3452.3175,3.4548222455,6641.507
2020,"CRI","CRC","Costa Rica",2350,575.895,4.081037678,NA
2020,"CZE","CZK","Czech Republic",87,23.022175,3.7785801785,23112.593
2020,"DNK","DKK","Denmark",30,6.63435,4.5226624025,60897.231
2020,"EGY","EGP","Egypt",42,15.915,2.639032556,2573.288
2020,"EUZ","EUR","Euro area",4.165,0.8893914035,4.68409825,40247.32341
2020,"GBR","GBP","Britain",3.39,0.78060954,4.3437765,42579.817
2020,"GTM","GTQ","Guatemala",25,7.69965,3.246903255,NA
2020,"HKG","HKD","Hong Kong",20.5,7.76315,2.640687173,48450.607
2020,"HND","HNL","Honduras",87,24.67275,3.526159267,NA
2020,"HRV","HRK","Croatia",22,6.66185,3.302475316,NA
2020,"HUN","HUF","Hungary",900,305.064075,2.95146418,16484.19
2020,"IDN","IDR","Indonesia",33500,14052.5,2.3847157845,3870.562
2020,"IND","INR","India",189,73.037825,2.589559588,2037.692
2020,"ISR","ILS","Israel",17,3.4481,4.930305335,41728.191
2020,"JOR","JOD","Jordan",2.3,0.709,3.244005642,NA
2020,"JPN","JPY","Japan",390,108.6575,3.5898409775,39303.958
2020,"KOR","KRW","South Korea",4500,1178.525,3.8197152245,33319.988
2020,"KWT","KWD","Kuwait",1.125,0.3056,3.6808845645,NA
2020,"LBN","LBP","Lebanon",7750,1513,5.122821916,NA
2020,"LKA","LKR","Sri Lanka",630,183.65,3.427668767,NA
2020,"MDA","MDL","Moldova",46,17.2475,2.6678999415,NA
2020,"MEX","MXN","Mexico",50,20.62825,2.4426194,9796.976
2020,"MYS","MYR","Malaysia",9.745,4.17,2.3368105395,11072.387
2020,"NIC","NIO","Nicaragua",120,34.12575,3.516594132,NA
2020,"NOR","NOK","Norway",52.5,9.1231,5.760367351,81549.977
2020,"NZL","NZD","New Zealand",6.55,1.5156711995,4.32148,41204.706
2020,"OMN","OMR","Oman",1.1275,0.385025,2.9283766485,NA
2020,"PAK","PKR","Pakistan",535,160.6875,3.3304248555,1565.427
2020,"PER","PEN","Peru",11.9,3.41245,3.489387931,7007.171
2020,"PHL","PHP","Philippines",142,50.003,2.8402077995,3104.223
2020,"POL","PLN","Poland",11,3.870025,2.8433824175,15425.681
2020,"QAT","QAR","Qatar",13,3.641,3.570447679,NA
2020,"ROU","RON","Romania",9.7,4.279125,2.2670719615,NA
2020,"RUS","RUB","Russia",135,66.00875,2.0550607695,11289.439
2020,"SAU","SAR","Saudi Arabia",13.5,3.751425,3.598645879,23538.94
2020,"SGP","SGD","Singapore",5.9,1.367375,4.3157810165,64578.772
2020,"SWE","SEK","Sweden",52.05,9.29875,5.6002118105,54356.073
2020,"THA","THB","Thailand",121.5,30.83125,3.9382906875,7448.119
2020,"TUR","TRY","Turkey",13.49,6.369875,2.1242985015,9405.321
2020,"TWN","TWD","Taiwan",72,29.6705,2.426778979,25007.747
2020,"UKR","UAH","Ukraine",58,25.56,2.275352167,NA
2020,"URY","UYU","Uruguay",184,40.555,4.5545199545,NA
2020,"USA","USD","United States",5.69,1,5.69,62868.917
2020,"VNM","VND","Vietnam",66000,23178,2.8475278495,NA
2020,"ZAF","ZAR","South Africa",31,15.53175,2.0067366665,6353.846
